.Vial.Label.	Species.Code	Predator.Species.Name	Seamap.Cruise..	Station..	Capture.Date	Content	Weight..g.	Plate.Name	Cleaned?	Extraction.Well.Location	384.PCR.Plate	384.PCR.Well.Location	Ext.Cnt.	Dilution.Plate	Dilution.Well.Location	Primer.Plate.Format	Primer.Plate	Primer.Well.Location	#	Notes	Band	Primer.Dimer	Smear	Non.Specific.Product	Primer.Plate.Format.2	Primer.Plate.2	Primer.Plate	Primer.Well.Location2	Band	Primer.Dimer	Smear	Non.Specific.Product	Well.Clogging	Big.Pool	Gel.Cnt.	Gel.Notes	Final.Nucleic.Acid.Conc...ng.ul.	Final.Volume	Target.ng	Reads.80	Reads.90	Reads.80.l	Reads.90.l	Concatenated.Scoring	Reads
328-A	Paqu.7	Pristipomoides aquilonaris		76	10/18/2014	Vert.	NA	R1G3S2	Yes	F9	SFG 024	G18	1	R1G3S2D	F9	96	6	F9	70		0	0	2	0	96	#4 (96)	4	F9	0	2	0	0	0	NA	1		8.6	0.581	5	399	396	5.988961417	5.981414211	0-0-2-0	1024
366-A	Hmar.2	Hoplunnis macrura		79	10/17/2014	Crust.	NA	R1G3S2	Yes	G9	SFG 024	H17	1	R1G3S2D	G9	96	6	G9	71	Shrimp?	2	0	1	0	96	#4 (96)	4	G9	1	0	0	0	0	NA	1		26.2	0.191	5	3942	3932	8.279443488	8.276903481	2-0-1-0	7848
368-A	Svom.1	Selene vomer		68	10/18/2014	Misc.	NA	R1G3S2	Yes	H9	SFG 024	H18	1	R1G3S2D	H9	96	6	H9	72		0	2	0	0	96	#4 (96)	4	H9	0	0	0	0	0	NA	1		0	NA	NA	NA	NA	NA	NA	0-2-0-0	NA
369-A	Saur.1	Sardinella aurita		48	10/16/2014	Misc.	NA	R1G3S2	Yes	A10	SFG 024	E19	1	R1G3S2D	A10	96	6	A10	73		1	2	0	1	96	#4 (96)	4	A10	0	2	0	0	0	NA	1		0.2	25	5	78	72	4.356708827	4.276666119	1-2-0-1	214
370-A	Saur.2	Sardinella aurita		48	10/16/2014	Misc.	NA	R1G3S2	Yes	B10	SFG 024	E20	1	R1G3S2D	B10	96	6	B10	74		0	2	0	0	96	#4 (96)	4	B10	0	2	0	0	0	NA	1		0	NA	NA	NA	NA	NA	NA	0-2-0-0	NA
371-A	Saur.3	Sardinella aurita		48	10/16/2014	Misc.	NA	R1G3S2	Yes	C10	SFG 024	F19	1	R1G3S2D	C10	96	6	C10	75		1	1	0	2	96	#4 (96)	4	C10	0	1	0	0	0	NA	1		6.6	0.758	5	15022	14804	9.617271072	9.602652694	1-1-0-2	4684
372-A	Saur.4	Sardinella aurita		48	10/16/2014	Misc.	NA	R1G3S2	Yes	D10	SFG 024	F20	1	R1G3S2D	D10	96	6	D10	76		2	1	0	2	96	#4 (96)	4	D10	0	1	0	0	0	NA	1		21.5	0.233	5	1971	1480	7.586296307	7.299797367	2-1-0-2	6045
374-A	Saur.6	Sardinella aurita		48	10/16/2014	Misc.	NA	R1G3S2	Yes	E10	SFG 024	G19	1	R1G3S2D	E10	96	6	E10	77		0	1	0	0	96	#4 (96)	4	E10	0	2	0	0	0	NA	1		0	NA	NA	NA	NA	NA	NA	0-1-0-0	NA
375-A	Saur.7	Sardinella aurita		48	10/16/2014	Misc.	NA	R1G3S2	Yes	F10	SFG 024	G20	1	R1G3S2D	F10	96	6	F10	78		0	2	0	0	96	#4 (96)	4	F10	0	2	0	0	0	NA	1		0	NA	NA	NA	NA	NA	NA	0-2-0-0	NA
376-A	Saur.8	Sardinella aurita		48	10/16/2014	Misc.	NA	R1G3S2	Yes	G10	SFG 024	H19	1	R1G3S2D	G10	96	6	G10	79		0	2	0	1	96	#4 (96)	4	G10	0	1	0	0	0	NA	1		0	NA	NA	NA	NA	NA	NA	0-2-0-1	NA
377-A	Saur.9	Sardinella aurita		48	10/16/2014	Misc.	NA	R1G3S2	Yes	H10	SFG 024	H20	1	R1G3S2D	H10	96	6	H10	80		1	2	0	2	96	#4 (96)	4	H10	0	1	0	0	0	NA	1		18.4	0.272	5	493	271	6.200509174	5.602118821	1-2-0-2	1273
378-A	Saur.10	Sardinella aurita		48	10/16/2014	Misc.	NA	R1G3S2	Yes	A11	SFG 024	E21	1	R1G3S2D	A11	96	6	A11	81		0	2	0	2	96	#4 (96)	4	A11	0	2	0	0	0	NA	1		0	NA	NA	NA	NA	NA	NA	0-2-0-2	NA
381-A	Saur.13	Sardinella aurita		48	10/16/2014	Misc.	NA	R1G3S2	Yes	B11	SFG 024	E22	1	R1G3S2D	B11	96	6	B11	82		0	1	0	1	96	#4 (96)	4	B11	0	2	0	0	0	NA	1		0	NA	NA	NA	NA	NA	NA	0-1-0-1	NA
382-A	Saur.14	Sardinella aurita		48	10/16/2014	Misc.	NA	R1G3S2	Yes	C11	SFG 024	F21	1	R1G3S2D	C11	96	6	C11	85		0	2	2	2	96	#4 (96)	4	C11	0	1	0	0	0	NA	1		14.3	0.35	5	16	15	2.772588722	2.708050201	0-2-2-2	30
383-A	Saur.15	Sardinella aurita		48	10/16/2014	Misc.	NA	R1G3S2	Yes	D11	SFG 024	F22	1	R1G3S2D	D11	96	6	D11	87		0	2	0	2	96	#4 (96)	4	D11	0	2	0	0	0	NA	1		0	NA	NA	NA	NA	NA	NA	0-2-0-2	NA
384-A	Saur.16	Sardinella aurita		48	10/16/2014	Misc.	NA	R1G3S2	Yes	E11	SFG 024	G21	1	R1G3S2D	E11	96	6	E11	89		0	2	0	1	96	#4 (96)	4	E11	0	2	0	0	0	NA	1		0	NA	NA	NA	NA	NA	NA	0-2-0-1	NA
385-A	Saur.17	Sardinella aurita		48	10/16/2014	Misc.	NA	R1G3S2	Yes	F11	SFG 024	G22	1	R1G3S2D	F11	96	6	F11	91		0	1	0	0	96	#4 (96)	4	F11	0	1	0	0	0	NA	1		0	NA	NA	NA	NA	NA	NA	0-1-0-0	NA
386-A	Saur.18	Sardinella aurita		48	10/16/2014	Misc.	NA	R1G3S2	Yes	G11	SFG 024	H21	1	R1G3S2D	G11	96	6	G11	93		0	1	0	0	96	#4 (96)	4	G11	0	0	0	0	0	NA	1		0	NA	NA	NA	NA	NA	NA	0-1-0-0	NA
387-A	Saur.19	Sardinella aurita		48	10/16/2014	Misc.	NA	R1G3S2	Yes	H11	SFG 024	H22	1	R1G3S2D	H11	96	6	H11	95		0	1	0	0	96	#4 (96)	4	H11	0	0	0	0	0	NA	1		0	NA	NA	NA	NA	NA	NA	0-1-0-0	NA
388-A	Saur.20	Sardinella aurita		48	10/16/2014	Misc.	NA	R1G3S2	Yes	A12	SFG 024	E23	1	R1G3S2D	A12	96	6	A12	83		0	2	0	2	96	#4 (96)	4	A12	0	2	0	0	0	NA	1		6.7	0.746	5	17	15	2.833213344	2.708050201	0-2-0-2	46
389-A	Saur.21	Sardinella aurita		48	10/16/2014	Misc.	NA	R1G3S2	Yes	B12	SFG 024	E24	1	R1G3S2D	B12	96	6	B12	84		0	2	0	0	96	#4 (96)	4	B12	0	2	0	0	0	NA	1		0	NA	NA	NA	NA	NA	NA	0-2-0-0	NA
391-A	Saur.23	Sardinella aurita		48	10/16/2014	Misc.	NA	R1G3S2	Yes	C12	SFG 024	F23	1	R1G3S2D	C12	96	6	C12	86		0	1	0	0	96	#4 (96)	4	C12	0	1	0	0	0	NA	1		0	NA	NA	NA	NA	NA	NA	0-1-0-0	NA
392-A	Saur.24	Sardinella aurita		48	10/16/2014	Misc.	NA	R1G3S2	Yes	D12	SFG 024	F24	1	R1G3S2D	D12	96	6	D12	88		0	2	0	0	96	#4 (96)	4	D12	0	1	0	0	0	NA	1		0	NA	NA	NA	NA	NA	NA	0-2-0-0	NA
393-A	Saur.25	Sardinella aurita		48	10/16/2014	Misc.	NA	R1G3S2	Yes	E12	SFG 024	G23	1	R1G3S2D	E12	96	6	E12	90		0	2	1	0	96	#4 (96)	4	E12	0	1	0	0	0	NA	1		11.2	0.446	5	31	30	3.433987204	3.401197382	0-2-1-0	65
394-A	Saur.26	Sardinella aurita		48	10/16/2014	Misc.	NA	R1G3S2	Yes	F12	SFG 024	G24	1	R1G3S2D	F12	96	6	F12	92		0	2	0	0	96	#4 (96)	4	F12	0	1	0	0	0	NA	1		0	NA	NA	NA	NA	NA	NA	0-2-0-0	NA
395-A	Saur.1	Sardinella aurita		50	10/16/2014	Misc.	NA	R1G3S2	Yes	G12	SFG 024	H23	1	R1G3S2D	G12	96	6	G12	94		0	2	0	0	96	#4 (96)	4	G12	0	1	0	0	0	NA	1		0	NA	NA	NA	NA	NA	NA	0-2-0-0	NA
397-A	Saur.1	Sardinella aurita		45	10/15/2014	Misc.	NA	R1G3S2	Yes	H12	SFG 024	H24	1	R1G3S2D	H12	96	6	H12	96		0	2	0	0	96	#4 (96)	4	H12	0	0	0	0	0	NA	1		0	NA	NA	NA	NA	NA	NA	0-2-0-0	NA
398-A	Saur.2	Sardinella aurita		45	10/15/2014	Misc.	NA	R1G3S3	Yes	A1	SFG 024	I1	1	R1G3S3D	A1	96	4	A1	1		2	2	0	0	96	#5 (96)	5	A1	0	0	0	0	0	NA	1		0	NA	NA	NA	NA	NA	NA	2-2-0-0	NA
429-A	Lsyn.1	Lutjanus synagris		115	10/31/2014	Misc.	NA	R1G3S3	Yes	B1	SFG 024	I2	1	R1G3S3D	B1	96	4	B1	2		1	1	0	0	96	#5 (96)	5	B1	0	0	0	0	0	NA	1		0	NA	NA	NA	NA	NA	NA	1-1-0-0	NA
431-A	Lsyn.3	Lutjanus synagris		115	10/31/2014	Misc.	NA	R1G3S3	Yes	C1	SFG 024	J1	1	R1G3S3D	C1	96	4	C1	3		1	1	0	0	96	#5 (96)	5	C1	0	0	0	0	0	NA	1		0	NA	NA	NA	NA	NA	NA	1-1-0-0	NA
432-A	Lsyn.4	Lutjanus synagris		115	10/31/2014	Misc.	NA	R1G3S3	Yes	D1	SFG 024	J2	1	R1G3S3D	D1	96	4	D1	4		1	1	0	1	96	#5 (96)	5	D1	2	0	0	0	0	NA	1		37.3	0.134	5	6672	6440	8.805674944	8.770283819	1-1-0-1	14415
432-B	Lsyn.4	Lutjanus synagris		115	10/31/2014	Misc.	NA	R1G3S3	Yes	E1	SFG 024	K1	1	R1G3S3D	E1	96	4	E1	5		0	1	0	0	96	#5 (96)	5	E1	0	0	0	0	0	NA	1		0	NA	NA	NA	NA	NA	NA	0-1-0-0	NA
432-C	Lsyn.4	Lutjanus synagris		115	10/31/2014	Misc.	NA	R1G3S3	Yes	F1	SFG 024	K2	1	R1G3S3D	F1	96	4	F1	6		0	1	0	0	96	#5 (96)	5	F1	0	0	0	0	0	NA	1		0	NA	NA	NA	NA	NA	NA	0-1-0-0	NA
434-A	Lsyn.6	Lutjanus synagris		115	10/31/2014	Shrimp	NA	R1G3S3	Yes	G1	SFG 024	L1	1	R1G3S3D	G1	96	4	G1	7		0	1	0	0	96	#5 (96)	5	G1	0	0	0	0	0	NA	1		0	NA	NA	NA	NA	NA	NA	0-1-0-0	NA
434-B	Lsyn.6	Lutjanus synagris		115	10/31/2014	Misc.	NA	R1G3S3	Yes	H1	SFG 024	L2	1	R1G3S3D	H1	96	4	H1	8		0	1	0	0	96	#5 (96)	5	H1	0	0	0	0	0	NA	1		0	NA	NA	NA	NA	NA	NA	0-1-0-0	NA
434-C	Lsyn.6	Lutjanus synagris		115	10/31/2014	Misc.	NA	R1G3S3	Yes	A2	SFG 024	I3	1	R1G3S3D	A2	96	4	A2	9		0	1	0	0	96	#5 (96)	5	A2	0	0	0	0	0	NA	1		0	NA	NA	NA	NA	NA	NA	0-1-0-0	NA
435-A	Lsyn.7	Lutjanus synagris		115	10/31/2014	Misc.	NA	R1G3S3	Yes	B2	SFG 024	I4	1	R1G3S3D	B2	96	4	B2	10		0	2	0	0	96	#5 (96)	5	B2	0	0	0	0	0	NA	1		0	NA	NA	NA	NA	NA	NA	0-2-0-0	NA
435-B	Lsyn.7	Lutjanus synagris		115	10/31/2014	Misc.	NA	R1G3S3	Yes	C2	SFG 024	J3	1	R1G3S3D	C2	96	4	C2	11		0	1	0	0	96	#5 (96)	5	C2	0	0	0	0	0	NA	1		0	NA	NA	NA	NA	NA	NA	0-1-0-0	NA
436-A	Lsyn.8	Lutjanus synagris		115	10/31/2014	Misc.	NA	R1G3S3	Yes	D2	SFG 024	J4	1	R1G3S3D	D2	96	4	D2	12		0	2	0	1	96	#5 (96)	5	D2	0	0	0	0	0	NA	1		16.9	0.355	6	3521	3498	8.166500319	8.159946656	0-2-0-1	11224
437-A	Lsyn.9	Lutjanus synagris		115	10/31/2014	Shrimp	NA	R1G3S3	Yes	E2	SFG 024	K3	1	R1G3S3D	E2	96	4	E2	13		0	0	0	1	96	#5 (96)	5	E2	2	0	0	0	0	NA	1		50.1	0.12	6	8226	7886	9.015055149	8.972844314	0-0-0-1	81692
437-B	Lsyn.9	Lutjanus synagris		115	10/31/2014	Crust.	NA	R1G3S3	Yes	F2	SFG 024	K4	1	R1G3S3D	F2	96	4	F2	14		2	1	0	0	96	#5 (96)	5	F2	0	0	0	0	0	NA	1		0	NA	NA	NA	NA	NA	NA	2-1-0-0	NA
437-C	Lsyn.9	Lutjanus synagris		115	10/31/2014	Misc.	NA	R1G3S3	Yes	G2	SFG 024	L3	1	R1G3S3D	G2	96	4	G2	15		2	1	0	0	96	#5 (96)	5	G2	0	0	0	0	0	NA	1		0	NA	NA	NA	NA	NA	NA	2-1-0-0	NA
437-D	Lsyn.9	Lutjanus synagris		115	10/31/2014	Crab	NA	R1G3S3	Yes	H2	SFG 024	L4	1	R1G3S3D	H2	96	4	H2	16		0	1	0	0	96	#5 (96)	5	H2	0	0	0	0	0	NA	1		0	NA	NA	NA	NA	NA	NA	0-1-0-0	NA
438-A	Lsyn.10	Lutjanus synagris		115	10/31/2014	Misc.	NA	R1G3S3	Yes	A3	SFG 024	I5	1	R1G3S3D	A3	96	4	A3	17		0	1	0	0	96	#5 (96)	5	A3	0	0	0	0	0	NA	1		0	NA	NA	NA	NA	NA	NA	0-1-0-0	NA
438-B	Lsyn.10	Lutjanus synagris		115	10/31/2014	Misc.	NA	R1G3S3	Yes	B3	SFG 024	I6	1	R1G3S3D	B3	96	4	B3	18		1	1	0	0	96	#5 (96)	5	B3	0	0	0	0	0	NA	1		0	NA	NA	NA	NA	NA	NA	1-1-0-0	NA
439-A	Lsyn.1	Lutjanus synagris		113	10/31/2014	Shrimp	NA	R1G3S3	Yes	C3	SFG 024	J5	1	R1G3S3D	C3	96	4	C3	19		2	1	0	1	96	#5 (96)	5	C3	0	0	0	0	0	NA	1		45.1	0.111	5	633	553	6.450470422	6.315358002	2-1-0-1	3306
439-B	Lsyn.1	Lutjanus synagris		113	10/31/2014	Misc.	NA	R1G3S3	Yes	D3	SFG 024	J6	1	R1G3S3D	D3	96	4	D3	20		1	2	0	0	96	#5 (96)	5	D3	0	0	0	0	0	NA	1		13	0.385	5	4827	4742	8.481980436	8.464214267	1-2-0-0	8999
439-C	Lsyn.1	Lutjanus synagris		113	10/31/2014	Misc.	NA	R1G3S3	Yes	E3	SFG 024	K5	1	R1G3S3D	E3	96	4	E3	21		0	1	0	0	96	#5 (96)	5	E3	0	0	0	0	0	NA	1		0	NA	NA	NA	NA	NA	NA	0-1-0-0	NA
440-A	Lsyn.2	Lutjanus synagris		113	10/31/2014	Misc.	NA	R1G3S3	Yes	F3	SFG 024	K6	1	R1G3S3D	F3	96	4	F3	22		2	2	0	0	96	#5 (96)	5	F3	0	0	0	0	0	NA	1		31.1	0.193	6	734	733	6.598509029	6.597145702	2-2-0-0	1342
440-B	Lsyn.2	Lutjanus synagris		113	10/31/2014	Misc.	NA	R1G3S3	Yes	G3	SFG 024	L5	1	R1G3S3D	G3	96	4	G3	23		0	1	0	0	96	#5 (96)	5	G3	0	0	0	0	0	NA	1		0	NA	NA	NA	NA	NA	NA	0-1-0-0	NA
441-A	Lsyn.3	Lutjanus synagris		113	10/31/2014	Shrimp	NA	R1G3S3	Yes	H3	SFG 024	L6	1	R1G3S3D	H3	96	4	H3	24		0	1	0	0	96	#5 (96)	5	H3	0	0	0	0	0	NA	1		0	NA	NA	NA	NA	NA	NA	0-1-0-0	NA
441-B	Lsyn.3	Lutjanus synagris		113	10/31/2014	Shrimp	NA	R1G3S3	Yes	A4	SFG 024	I7	1	R1G3S3D	A4	96	4	A4	25		2	0	0	1	96	#5 (96)	5	A4	0	0	0	0	0	NA	1		103	0.058	6	8879	8580	9.091444217	9.057189192	2-0-0-1	55412
441-C	Lsyn.3	Lutjanus synagris		113	10/31/2014	Misc.	NA	R1G3S3	Yes	B4	SFG 024	I8	1	R1G3S3D	B4	96	4	B4	26		0	1	0	0	96	#5 (96)	5	B4	0	0	0	0	0	NA	1		0	NA	NA	NA	NA	NA	NA	0-1-0-0	NA
443-A	Lsyn.5	Lutjanus synagris		113	10/31/2014	Misc.	NA	R1G3S3	Yes	C4	SFG 024	J7	1	R1G3S3D	C4	96	4	C4	27		2	0	0	2	96	#5 (96)	5	C4	0	0	0	0	0	NA	1		32.5	0.185	6	6333	5889	8.753529337	8.680841483	2-0-0-2	67621
443-B	Lsyn.5	Lutjanus synagris		113	10/31/2014	Vert.	NA	R1G3S3	Yes	D4	SFG 024	J8	1	R1G3S3D	D4	96	4	D4	28	Fish?	2	1	0	1	96	#5 (96)	5	D4	0	0	0	0	0	NA	1		32.4	0.154	5	6544	6428	8.786303878	8.768418727	2-1-0-1	16846
443-C	Lsyn.5	Lutjanus synagris		113	10/31/2014	Misc.	NA	R1G3S3	Yes	E4	SFG 024	K7	1	R1G3S3D	E4	96	4	E4	29		2	0	0	0	96	#5 (96)	5	E4	0	0	0	0	0	NA	1		57.3	0.087	5	1704	1478	7.440733707	7.298445102	2-0-0-0	25860
444-A	Lsyn.6	Lutjanus synagris		113	10/31/2014	Misc.	NA	R1G3S3	Yes	F4	SFG 024	K8	1	R1G3S3D	F4	96	4	F4	30		1	1	0	0	96	#5 (96)	5	F4	0	0	0	0	0	NA	1		9.2	0.543	5	1038	993	6.945051064	6.900730664	1-1-0-0	3114
446-A	Lsyn.8	Lutjanus synagris		113	10/31/2014	Misc.	NA	R1G3S3	Yes	G4	SFG 024	L7	1	R1G3S3D	G4	96	4	G4	31		1	1	0	0	96	#5 (96)	5	G4	0	0	0	0	0	NA	1		9.7	0.619	6	5409	4625	8.595819512	8.43923165	1-1-0-0	9771
446-B	Lsyn.8	Lutjanus synagris		113	10/31/2014	Misc.	NA	R1G3S3	Yes	H4	SFG 024	L8	1	R1G3S3D	H4	96	4	H4	32		0	1	0	0	96	#5 (96)	5	H4	0	0	0	0	0	NA	1		0	NA	NA	NA	NA	NA	NA	0-1-0-0	NA
448-A	Lsyn.10	Lutjanus synagris		113	10/31/2014	Misc.	NA	R1G3S3	Yes	A5	SFG 024	I9	1	R1G3S3D	A5	96	4	A5	33		0	1	0	0	96	#5 (96)	5	A5	0	0	0	0	0	NA	1		0	NA	NA	NA	NA	NA	NA	0-1-0-0	NA
448-B	Lsyn.10	Lutjanus synagris		113	10/31/2014	Misc.	NA	R1G3S3	Yes	B5	SFG 024	I10	1	R1G3S3D	B5	96	4	B5	34		2	1	0	0	96	#5 (96)	5	B5	0	1	0	0	0	NA	1		48.6	0.123	6	123274	122671	11.7221648	11.71726125	2-1-0-0	182178
450-A	Lsyn.2	Lutjanus synagris		151	11/4/2014	Misc.	NA	R1G3S3	Yes	C5	SFG 024	J9	1	R1G3S3D	C5	96	4	C5	35		0	2	0	0	96	#5 (96)	5	C5	0	0	0	0	0	NA	1		0	NA	NA	NA	NA	NA	NA	0-2-0-0	NA
450-B	Lsyn.2	Lutjanus synagris		151	11/4/2014	Misc.	NA	R1G3S3	Yes	D5	SFG 024	J10	1	R1G3S3D	D5	96	4	D5	36		1	0	0	0	96	#5 (96)	5	D5	0	0	0	0	0	NA	1		37.1	0.135	5	567	374	6.340359304	5.924255797	1-0-0-0	1973
450-C	Lsyn.2	Lutjanus synagris		151	11/4/2014	Misc.	NA	R1G3S3	Yes	E5	SFG 024	K9	1	R1G3S3D	E5	96	4	E5	37		1	1	0	0	96	#5 (96)	5	E5	0	0	0	0	0	NA	1		7.5	0.667	5	5285	1370	8.572627898	7.222566019	1-1-0-0	11771
452-A	Upar.1	Upeneus parvus		18	10/11/2014	Shrimp	NA	R1G3S3	Yes	F5	SFG 024	K10	1	R1G3S3D	F5	96	4	F5	38		1	1	0	0	96	#5 (96)	5	F5	0	0	0	0	0	NA	1		8	0.75	6	11725	11119	9.369478593	9.316410636	1-1-0-0	22042
452-B	Upar.1	Upeneus parvus		18	10/11/2014	Shrimp	NA	R1G3S3	Yes	G5	SFG 024	L9	1	R1G3S3D	G5	96	4	G5	39		0	1	0	0	96	#5 (96)	5	G5	0	0	0	0	0	NA	1		0	NA	NA	NA	NA	NA	NA	0-1-0-0	NA
452-C	Upar.1	Upeneus parvus		18	10/11/2014	Misc.	NA	R1G3S3	Yes	H5	SFG 024	L10	1	R1G3S3D	H5	96	4	H5	40		2	2	0	1	96	#5 (96)	5	H5	0	0	0	0	0	NA	1		17.6	0.284	5	3390	3198	8.1285852	8.070280893	2-2-0-1	9946
452-D	Upar.1	Upeneus parvus		18	10/11/2014	Misc.	NA	R1G3S3	Yes	A6	SFG 024	I11	1	R1G3S3D	A6	96	4	A6	41		0	1	0	0	96	#5 (96)	5	A6	0	0	0	0	0	NA	1		0	NA	NA	NA	NA	NA	NA	0-1-0-0	NA
453-A	Upar.2	Upeneus parvus		18	10/11/2014	Misc.	NA	R1G3S3	Yes	B6	SFG 024	I12	1	R1G3S3D	B6	96	4	B6	42		1	1	0	0	96	#5 (96)	5	B6	0	0	0	0	0	NA	1		0	NA	NA	NA	NA	NA	NA	1-1-0-0	NA
454-A	Upar.3	Upeneus parvus		18	10/11/2014	Crust.	NA	R1G3S3	Yes	C6	SFG 024	J11	1	R1G3S3D	C6	96	4	C6	43	Shrimp?	0	1	1	0	96	#5 (96)	5	C6	0	0	0	0	0	NA	1		0	NA	NA	NA	NA	NA	NA	0-1-1-0	NA
454-B	Upar.3	Upeneus parvus		18	10/11/2014	Misc.	NA	R1G3S3	Yes	D6	SFG 024	J12	1	R1G3S3D	D6	96	4	D6	44		2	0	0	0	96	#5 (96)	5	D6	2	0	0	0	0	NA	1		49	0.102	5	1523	970	7.328437353	6.877296071	2-0-0-0	6652
454-C	Upar.3	Upeneus parvus		18	10/11/2014	Misc.	NA	R1G3S3	Yes	E6	SFG 024	K11	1	R1G3S3D	E6	96	4	E6	45		2	1	0	0	96	#5 (96)	5	E6	0	0	0	0	0	NA	1		28.9	0.173	5	7763	4335	8.957124136	8.374476889	2-1-0-0	17369
455-A	Upar.4	Upeneus parvus		18	10/11/2014	Misc.	NA	R1G3S3	Yes	F6	SFG 024	K12	1	R1G3S3D	F6	96	4	F6	46		0	1	0	0	96	#5 (96)	5	F6	0	0	0	0	0	NA	1		0	NA	NA	NA	NA	NA	NA	0-1-0-0	NA
456-A	Upar.5	Upeneus parvus		18	10/11/2014	Misc.	NA	R1G3S3	Yes	G6	SFG 024	L11	1	R1G3S3D	G6	96	4	G6	47		0	1	1	0	96	#5 (96)	5	G6	0	0	0	0	0	NA	1		6.5	0.769	5	1599	1398	7.377133713	7.242797923	0-1-1-0	3669
456-B	Upar.5	Upeneus parvus		18	10/11/2014	Crust.	NA	R1G3S3	Yes	H6	SFG 024	L12	1	R1G3S3D	H6	96	4	H6	48	Shrimp?	2	1	0	0	96	#5 (96)	5	H6	0	0	0	0	0	NA	1		0	NA	NA	NA	NA	NA	NA	2-1-0-0	NA
457-A	Upar.6	Upeneus parvus		18	10/11/2014	Shrimp	NA	R1G3S3	Yes	A7	SFG 024	I13	1	R1G3S3D	A7	96	4	A7	49		2	2	0	1	96	#5 (96)	5	A7	0	0	0	0	0	NA	1		12.7	0.394	5	3415	3246	8.135932772	8.085178748	2-2-0-1	8289
457-B	Upar.6	Upeneus parvus		18	10/11/2014	Shrimp	NA	R1G3S3	Yes	B7	SFG 024	I14	1	R1G3S3D	B7	96	4	B7	50		0	1	0	0	96	#5 (96)	5	B7	0	1	0	0	0	NA	1		0	NA	NA	NA	NA	NA	NA	0-1-0-0	NA
457-C	Upar.6	Upeneus parvus		18	10/11/2014	Shrimp	NA	R1G3S3	Yes	C7	SFG 024	J13	1	R1G3S3D	C7	96	4	C7	51		0	1	0	0	96	#5 (96)	5	C7	0	0	0	0	0	NA	1		20.6	0.243	5	504	386	6.222576268	5.955837369	0-1-0-0	1977
458-A	Upar.7	Upeneus parvus		18	10/11/2014	Shrimp	NA	R1G3S3	Yes	D7	SFG 024	J14	1	R1G3S3D	D7	96	4	D7	52		2	1	0	0	96	#5 (96)	5	D7	0	0	0	0	0	NA	1		0	NA	NA	NA	NA	NA	NA	2-1-0-0	NA
458-B	Upar.7	Upeneus parvus		18	10/11/2014	Shrimp	NA	R1G3S3	Yes	E7	SFG 024	K13	1	R1G3S3D	E7	96	4	E7	53		0	1	1	0	96	#5 (96)	5	E7	0	0	0	0	0	NA	1		2.5	2.4	6	417	328	6.033086222	5.793013608	0-1-1-0	980
458-C	Upar.7	Upeneus parvus		18	10/11/2014	Shrimp	NA	R1G3S3	Yes	F7	SFG 024	K14	1	R1G3S3D	F7	96	4	F7	54		0	1	0	0	96	#5 (96)	5	F7	0	0	0	0	0	NA	1		8.9	0.674	6	43	35	3.761200116	3.555348061	0-1-0-0	111
458-D	Upar.7	Upeneus parvus		18	10/11/2014	Crust.	NA	R1G3S3	Yes	G7	SFG 024	L13	1	R1G3S3D	G7	96	4	G7	55	Shrimp?	2	1	2	0	96	#5 (96)	5	G7	0	0	0	0	0	NA	1		15	0.333	5	236	130	5.463831805	4.86753445	2-1-2-0	8263
458-E	Upar.7	Upeneus parvus		18	10/11/2014	Misc.	NA	R1G3S3	Yes	H7	SFG 024	L14	1	R1G3S3D	H7	96	4	H7	56		0	1	0	0	96	#5 (96)	5	H7	0	0	0	0	0	NA	1		8.5	0.588	5	193	171	5.262690189	5.141663557	0-1-0-0	823
459-A	Upar.8	Upeneus parvus		18	10/11/2014	Shrimp	NA	R1G3S3	Yes	A8	SFG 024	I15	1	R1G3S3D	A8	96	4	A8	57		2	1	1	1	96	#5 (96)	5	A8	1	1	0	0	0	NA	1		38.5	0.13	5	862	128	6.759255271	4.852030264	2-1-1-1	2695
459-B	Upar.8	Upeneus parvus		18	10/11/2014	Crust.	NA	R1G3S3	Yes	B8	SFG 024	I16	1	R1G3S3D	B8	96	4	B8	58	Shrimp?	1	1	0	1	96	#5 (96)	5	B8	0	1	0	0	0	NA	1	multiple non-specific	11.7	0.427	5	934	713	6.839476438	6.56948142	1-1-0-1	8923
460-A	Upar.1	Upeneus parvus		133	11/2/2014	Misc.	NA	R1G3S3	Yes	C8	SFG 024	J15	1	R1G3S3D	C8	96	4	C8	59		1	2	2	0	96	#5 (96)	5	C8	0	0	0	0	0	NA	1		21.2	0.236	5	109	92	4.691347882	4.521788577	1-2-2-0	413
460-B	Upar.1	Upeneus parvus		133	11/2/2014	Crust.	NA	R1G3S3	Yes	D8	SFG 024	J16	1	R1G3S3D	D8	96	4	D8	60	Shrimp?	0	1	0	0	96	#5 (96)	5	D8	0	0	0	0	0	NA	1		0	NA	NA	NA	NA	NA	NA	0-1-0-0	NA
460-C	Upar.1	Upeneus parvus		133	11/2/2014	Misc.	NA	R1G3S3	Yes	E8	SFG 024	K15	1	R1G3S3D	E8	96	4	E8	61		2	1	0	1	96	#5 (96)	5	E8	0	0	0	0	0	NA	1		12.7	0.472	6	11812	1519	9.376871243	7.325807503	2-1-0-1	23248
